region	MC Hist	MC Now	Species	Family	Status	Growth form	Life form	Life Span	Clonality 	Spinescence	Leaf Periodicity 1=evergreen 2=deciduous 3=semi-evergreen	Dispersal mode	Pollination System	FOREST	WOODLAND	SCRUBLAND	DWARF SCRUB	NATURAL GRASSLAND	SEMI-NATURAL GRASSLAND	COASTAL DUNES	H2O FRESH	H2O SALINE	DESERT	RIPARIAN	ANTHROPOGNEIC	AGRICULTURAL	
1	1	1	Hydrangea arborescens	Hydrangeaceae	0	4	1	3	1	0	2	1	1		1	1											2
1	0	1	Hydrangea paniculata	Hydrangeaceae	1	4	1	3	1	0	2	1	1			1			1						1		3
1	1	1	Hydrastis canadensis	Ranunculaceae	0	1	4	3	3	0	2	3	1	1	1												2
1	1	1	Hydrophyllum appendiculatum	Boraginaceae	0	1	3	2	3	0	3	1	1	1	1												2
1	1	1	Hydrophyllum canadense	Boraginaceae	0	1	3	3	3	0	2	1	1	1	1												2
1	1	1	Hydrophyllum macrophyllum	Boraginaceae	0	1	3	3	3	0	2	1	1		1												1
1	1	1	Hydrophyllum virginianum	Boraginaceae	0	1	3	3	3	0	2	1	1	1	1												2
1	0	0	Hypericum ascyron	Hypericaceae	0	1	3	3	2	0	2	1	1											1			1
1	0	0	Hypericum boreale	Hypericaceae	0	1	5	3	1	0	2	1	1								1						1
1	0	0	Hypericum canadense	Hypericaceae	0	1	5	1	1	0	2	1	1								1						1
1	1	1	Hypericum mutilum	Hypericaceae	0	1	5	"1,3"	1	0	2	1	1		1						1						2
1	1	1	Hypericum perforatum	Hypericaceae	1	1	3	3	1	0	2	1	1						1						1		2
1	0	0	Hypericum prolificum	Hypericaceae	0	4	1	3	1	0	2	1	1	1	1						1						3
1	1	1	Hypericum punctatum	Hypericaceae	0	1	3	3	2	0	2	1	1		1				1								2
1	0	0	Hypericum sphaerocarpum	Hypericaceae	0	1	3	3	1	0	2	1	1	1	1	1		1									4
1	0	0	Hypoxis hirsuta	Hypoxidaceae	0	1	4	3	3	0	2	1	1		1												1
1	0	1	Ilex opaca	Aquifoliaceae	0	4	1	3	1	1	1	3	1		1	1											2
1	0	0	Ilex verticillata	Aquifoliaceae	0	4	1	3	2	0	2	3	1								1						1
1	1	1	Impatiens capensis	Balsaminaceae	0	1	5	1	1	0	2	1	1		1									1			2
1	1	1	Impatiens pallida	Balsaminaceae	0	1	5	1	1	0	2	1	1		1				1								2
1	1	1	Inula helenium	Asteraceae	1	1	3	3	1	0	2	2	1						1						1		2
1	1	1	Iodanthus pinnatifidus	Brassicaceae	0	1	3	3	1	0	2	1	1											1			1
1	0	1	Ipomoea hederacea	Convolvulaceae	1	8	5	1	1	0	2	1	1						1						1		2
1	0	1	Ipomoea pandurata	Convolvulaceae	0	8	4	3	3	0	2	1	1		1	1											2
1	0	1	Ipomoea purpurea	Convolvulaceae	1	8	5	1	2	0	2	1	1						1						1		2
1	0	0	Iris brevicaulis	Iridaceae	0	1	4	3	3	0	2	1	1		1						1			1			3
1	0	1	Iris germanica	Iridaceae	1	1	4	3	3	0	2	1	1						1						1		2
1	1	1	Iris virginica	Iridaceae	0	1	4	3	3	0	2	1	1	1	1						1						3
1	1	1	Jeffersonia diphylla	Berberidaceae	0	1	4	3	3	0	2	4	1	1	1												2
1	0	1	Juglans cinerea	Juglandaceae	0	5	1	3	1	0	2	5	0	1	1												2
1	0	1	Juglans nigra	Juglandaceae	0	5	1	3	1	0	2	5	0	1	1												2
1	1	0	Juncus acuminatus	Juncaceae	0	3	3	3	1	0	2	6	0					1						1			2
1	0	0	Juncus brachycephalus	Juncaceae	0	3	3	3	1	0	2	6	0								1						1
1	1	0	Juncus canadensis	Juncaceae	0	3	4	3	3	0	2	6	0								1						1
1	0	1	Juncus dudleyi	Juncaceae	0	3	3	3	1	0	2	4	0						1								1
1	0	1	Juncus effusus	Juncaceae	0	3	3	3	3	0	2	6	0	1							1			1			3
1	0	0	Juncus nodosus	Juncaceae	0	3	4	3	3	0	2	2	0								1						1
1	1	1	Juncus tenuis	Juncaceae	0	3	3	3	2	0	2	4	0						1					1			2
1	1	0	Juncus torreyi	Juncaceae	0	3	5	3	3	0	2	2	0		1				1		1						3
1	0	1	Juniperus virginiana	Cupressaceae	0	5	1	3	1	0	1	3	0		1	1			1								3
1	1	1	Justicia americana	Acanthaceae	0	1	6	3	3	0	2	6	1								1						1
1	0	0	Krigia biflora	Asteraceae	0	1	3	3	1	0	2	2	1		1				1								2
1	0	0	Kummerowia stipulacea	Fabaceae	1	1	5	1	1	0	2	1	1						1						1		2
1	1	0	Kyllinga pumila	Cyperaceae	1	3	5	"            1,3"	1	0	2	"1,2"	0						1					1	1		3
1	0	1	Lactuca biennis	Asteraceae	0	1	5	"            1,2"	1	0	2	2	1		1				1								2
1	1	1	Lactuca canadensis	Asteraceae	0	1	3	"            1,2"	1	0	2	2	1		1				1						1		3
1	1	1	Lactuca floridana	Asteraceae	0	1	5	"            1,2"	1	0	2	2	1		1	1											2
1	1	0	Lactuca saligna	Asteraceae	1	1	5	"            1,2"	1	1	2	2	1						1						1		2
1	0	0	Lactuca sativa	Asteraceae	1	1	3	"         1,2,3"	1	1	2	2	1						1						1		2
1	1	1	Lactuca serriola	Asteraceae	1	1	5	"            1,2"	1	1	2	2	1						1						1		2
1	1	1	Lamium amplexicaule	Lamiaceae	1	1	5	1	1	0	2	4	1						1						1		2
1	1	1	Lamium purpureum	Lamiaceae	1	1	5	1	1	0	2	4	1						1						1		2
1	1	1	Laportea canadensis	Urticaceae	0	1	4	3	3	0	2	1	0	1	1												2
1	1	0	Lappula squarrosa	Boraginaceae	1	1	5	"            1,2"	1	0	2	4	1						1						1		2
1	0	1	Lapsana communis	Asteraceae	1	1	5	1	1	0	2	2	1	1	1				1						1		4
1	0	1	Lathyrus latifolius	Fabaceae	1	8	3	3	1	0	2	1	1						1						1		2
1	1	0	Lathyrus palustris	Fabaceae	0	8	4	3	3	0	2	1	1		1						1			1			3
1	0	0	Leersia lenticularis	Poaceae	0	3	3	3	3	0	2	1	0								1			1			2
1	1	1	Leersia oryzoides	Poaceae	0	3	3	3	3	0	2	1	0		1				1		1						3
1	1	1	Leersia virginica	Poaceae	0	3	3	3	3	0	2	1	0		1												1
1	0	1	Lemna minor	Araceae	0	10	7	3	2	0	2	3	1								1						1
1	0	0	Lemna trisulca	Araceae	0	10	7	3	2	0	2	3	1								1						1
1	1	1	Leonurus cardiaca	Lamiaceae	1	1	3	3	1	1	2	1	1						1						1		2
1	1	1	Lepidium campestre	Brassicaceae	1	1	3	"            1,2"	1	0	2	1	1						1						1		2
1	1	0	Lepidium densiflorum	Brassicaceae	1	1	5	"            1,2"	1	0	2	1	1						1			1		1	1		4
1	1	1	Lepidium virginicum	Brassicaceae	0	1	5	"            1,2"	1	0	2	1	1			1	1		1		1				1		5
1	0	0	Lespedeza capitata	Fabaceae	0	1	3	3	1	0	2	1	1		1				1	1							3
1	0	0	Lespedeza cuneata	Fabaceae	1	"1,4"	2	3	1	0	2	1	1			1			1						1		3
1	0	0	Lespedeza frutescens	Fabaceae	0	1	3	3	1	0	2	1	1		1												1
1	0	0	Lespedeza violacea	Fabaceae	0	1	3	3	1	0	2	1	1		1												1
1	1	0	Leucanthemum vulgare	Asteraceae	1	1	3	3	3	0	2	1	1						1						1		2
1	0	1	Leucospora multifida	Plantaginaceae	0	1	5	1	1	0	2	1	1								1						1
1	0	0	Liatris spicata	Asteraceae	0	1	4	3	3	0	2	2	1								1						1
1	0	1	Ligustrum obtusifolium	Oleaceae	1	4	1	3	1	0	2	1	1			1			1						1		3
1	1	1	Lilium michiganense	Liliaceae	0	1	4	3	3	0	2	1	1		1			1			1			1			4
1	1	0	Linaria vulgaris	Plantaginaceae	1	1	3	3	2	0	2	1	1						1						1		2
1	1	1	Lindera benzoin	Lauraceae	0	4	1	3	3	0	2	3	1	1	1												2
1	1	1	Lindernia dubia	Linderniaceae	0	1	5	1	1	0	2	1	1								1						1
1	1	0	Liparis liliifolia	Orchidaceae	0	1	3	3	1	0	2	4	1	1	1												2
1	0	0	Liparis loeselii	Orchidaceae	0	1	3	3	1	0	2	2	1	1	1												2
1	1	0	Lipocarpha micrantha	Cyperaceae	0	3	5	1	1	0	2	1	0			1?				1?							0
1	0	1	Liquidambar styraciflua	Altingiaceae	0	5	1	3	1	0	2	2	0	1	1												2
1	1	1	Liriodendron tulipifera	Magnoliaceae	0	5	1	3	1	0	2	2	1	1													1
1	0	0	Lithospermum canescens	Boraginaceae	0	1	3	3	1	0	2	1	1		1				1								2
1	1	1	Lithospermum latifolium	Boraginaceae	0	1	3	3	1	0	2	1	1		1	1											2
1	1	0	Lobelia cardinalis	Campanulaceae	0	1	3	3	1	0	2	1	1		1						1						2
1	1	1	Lobelia inflata	Campanulaceae	0	1	5	1	1	0	2	1	1		1												1
1	0	0	Lobelia kalmii	Campanulaceae	0	1	3	3	1	0	2	1	1								1						1
1	1	1	Lobelia siphilitica	Campanulaceae	0	1	3	3	1	0	2	1	1								1						1
1	0	0	Lobelia spicata	Campanulaceae	0	1	3	3	1	0	2	1	1							1					1		2
1	1	1	Lolium perenne	Poaceae	1	3	3	"            1,3"	1	0	2	1	0						1						1		2
1	0	1	Lonicera japonica	Caprifoliaceae	1	4	1	3	1	0	2	3	1		1	1									1		3
1	0	1	Lonicera maackii	Caprifoliaceae	1	4	1	3	1	0	2	3	1		1	1									1		3
1	0	1	Lonicera morrowii	Caprifoliaceae	0	4	1	3	1	0	2	3	1			1									1		2
1	0	1	Lonicera tatarica	Caprifoliaceae	1	4	1	3	1	0	2	3	1		1	1									1		3
1	0	1	Lonicera xbella	Caprifoliaceae	1	4	1	3	1	0	2	3	1		1										1		2
1	0	1	Lotus corniculatus	Fabaceae	1	1	3	3	1	0	2	1	1						1						1		2
1	1	1	Ludwigia palustris	Onagraceae	0	1	3	3	2	0	2	1	1						1		1			1	1		4
1	1	1	Ludwigia peploides	Onagraceae	1	10	3	3	1	0	2	1	1								1			1			2
1	0	1	Lunaria annua	Brassicaceae	1	1	5	"            1,2"	1	0	2	1	1						1						1		2
1	0	0	Luzula echinata	Juncaceae	0	3	4	3	3	0	2	4	0		1	1			1								3
1	0	0	Luzula multiflora	Juncaceae	0	3	4	3	3	0	2	4	0		1	1			1								3
1	1	0	Lycium barbarum	Solanaceae	1	"4, 8"	1	3	1	1	2	3	1						1						1		2
1	1	1	Lycopus americanus	Lamiaceae	0	1	4	3	3	0	2	6	1								1			1			2
1	0	0	Lycopus rubellus	Lamiaceae	0	1	3	3	2	0	2	6	1								1						1
1	1	1	Lycopus uniflorus	Lamiaceae	0	1	3	3	2	0	2	6	1								1						1
1	1	1	Lycopus virginicus	Lamiaceae	0	1	3	3	2	0	2	6	1								1						1
1	1	1	Lysimachia ciliata	Myrsinaceae	0	1	4	3	3	0	2	1	1								1						1
1	1	0	Lysimachia hybrida	Myrsinaceae	0	1	4	3	3	0	2	1	1		1				1		1						3
1	1	1	Lysimachia lanceolata	Myrsinaceae	0	1	3	3	2	0	2	1	1		1				1								2
1	1	1	Lysimachia nummularia	Myrsinaceae	1	1	2	3	2	0	2	1	1								1						1
1	1	0	Lysimachia quadriflora	Myrsinaceae	0	1	4	3	3	0	2	1	1					1									1
1	0	0	Lysimachia quadrifolia	Myrsinaceae	0	1	3	3	2	0	2	1	1	1	1												2
1	0	0	Lysimachia thyrsiflora	Myrsinaceae	0	1	6	3	2	0	2	1	1		1						1						2
1	1	0	Lythrum alatum	Lythraceae	0	1	3	3	2	0	2	1	1						1		1			1			3
1	1	1	Lythrum salicaria	Lythraceae	1	1	3	3	2	0	2	2	1	1							1			1			3
1	1	1	Maclura pomifera	Moraceae	1	5	1	3	1	1	2	1	0		1										1		2
1	0	0	Magnolia acuminata	Magnoliaceae	0	5	1	3	1	0	2	3	1	1	1												2
1	1	1	Maianthemum racemosum	Ruscaceae	0	1	4	3	3	0	2	3	1	1	1									1			3
1	1	1	Maianthemum stellatum	Ruscaceae	0	1	4	3	3	0	2	3	1	1	1				1					1			4
1	0	0	Malus coronaria	Rosaceae	0	4	1	3	1	1	2	3	1	1	1	1											3
1	1	0	Malva neglecta	Malvaceae	1	1	5	"          1,2,3"	1	0	2	1	1						1						1		2
1	0	1	Matricaria discoidea	Asteraceae	1	1	5	1	1	0	2	1	1						1						1		2
1	0	1	Medeola virginiana	Liliaceae	0	1	4	3	3	0	2	3	1	1	1												2
1	1	1	Medicago lupulina	Fabaceae	1	1	5	"1, 2"	1	0	2	3	1						1						1		2
1	1	1	Medicago sativa	Fabaceae	1	1	3	3	1	0	2	3	1						1						1		2
1	1	1	Melilotus officinalis	Fabaceae	1	1	3	2	1	0	2	1	1			1									1	1	3
1	1	1	Menispermum canadense	Menispermaceae	0	8	2	3	1	0	2	3	1	1	1	1											3
1	1	1	Mentha arvensis	Lamiaceae	1	1	4	3	3	0	2	4	1												1		1
1	1	0	Mentha spicata	Lamiaceae	1	1	4	3	3	0	2	4	1											1			1
1	1	1	Mentha xpiperita	Lamiaceae	1	1	4	3	"2,3"	0	2	1	1								1				1		2
1	1	1	Mertensia virginica	Boraginaceae	0	1	3	3	1	0	2	1	1	1	1												2
1	1	1	Mimulus alatus	Phrymaceae	0	1	3	3	2	0	2	1	1		1									1			2
1	1	1	Mimulus ringens	Phrymaceae	0	1	3	3	2	0	2	1	1		1						1						2
1	1	1	Mirabilis nyctaginea	Nyctaginaceae	1	1	4	3	3	0	2	"1,2"	1			1			1								2
1	1	1	Mitella diphylla	Saxifragaceae	0	1	3	3	2	0	2	1	1	1	1												2
1	0	1	Mollugo verticillata	Molluginaceae	1	1	5	1	1	0	2	1	1						1						1		2
1	1	1	Monarda clinopodia	Lamiaceae	0	1	3	3	1	0	2	1	1		1	1?											1
1	1	1	Monarda fistulosa	Lamiaceae	0	1	3	3	2	0	2	3	1		1	1			1								3
1	0	1	Monotropa hypopithys	Ericaceae	0	9	3	3	1	0	2	1	1		1												1
1	0	0	Monotropa uniflora	Ericaceae	0	9	4	3	3	0	2	1	1	1	1												2
1	1	1	Morus alba	Moraceae	1	5	1	3	1	0	2	3	0		1										1		2
1	1	1	Morus rubra	Moraceae	0	5	1	3	1	0	2	3	0	1	1									1			3
1	0	1	Muhlenbergia frondosa	Poaceae	0	3	4	3	3	0	2	4	0		1	1			1					1			4
1	1	1	Muhlenbergia mexicana	Poaceae	0	3	4	3	3	0	2	4	0	1	1												2
1	1	1	Muhlenbergia schreberi	Poaceae	0	3	3	3	1	0	2	4	0						1						1		2
1	0	0	Muhlenbergia sobolifera	Poaceae	0	3	4	3	3	0	2	4	0	1	1												2
1	0	0	Muhlenbergia tenuiflora	Poaceae	0	3	4	3	3	0	2	4	0	1	1												2
1	0	1	Muscari botryoides	Hyacinthaceae	1	1	4	3	3	0	2	1	1						1						1		2
1	0	0	Myosotis scorpioides	Boraginaceae	1	1	3	3	1	0	2	1	1								1						1
1	0	1	Narcissus poeticus	Amaryllidaceae1	1	1	4	3	3	0	2	1	1								1				1		2
1	0	1	Narcissus pseudonarcissus	Amaryllidaceae	1	1	4	3	3	0	2	2	1						1						1		2
1	1	1	Nasturtium officinale	Brassicaceae	1	10	7	3	2	0	1	1	1								1						1
1	0	0	Rorippa_aquatica	Brassicaceae	0	10	7	3	1	0	2	1	1								1						1
1	1	1	Nepeta cataria	Lamiaceae	1	1	3	3	1	0	2	1	1						1						1		2
1	0	0	Nicandra physalodes	Solanaceae	1	1	5	1	1	0	2	3	1						1						1		2
1	0	1	Nuphar advena	Nymphaeaceae	0	10	6	3	2	0	2	1	1								1						1
1	1	0	Nuphar lutea	Nymphaeaceae	0	10	7	3	3	0	2	3	1								1						1
1	0	1	Nymphaea odorata	Nymphaeaceae	0	10	7	3	3	0	2	3	1								1						1
1	1	1	Nyssa sylvatica	Nyssaceae	0	5	1	3	1	0	2	3	1	1	1												2
1	1	1	Oenothera biennis	Onagraceae	0	1	3	"            2,3"	1	0	2	1	1						1						1		2
1	0	0	Oenothera fruticosa	Onagraceae	0	1	3	3	1	0	2	1	1		1				1								2
1	1	0	Oenothera laciniata	Onagraceae	0	1	5	"            1,3"	1	0	2	1	1						1						1		2
1	0	0	Oenothera nutans	Onagraceae	0	1	3	2	1	0	2	1	1						1						1	1?	2
1	0	0	Oenothera pilosella	Onagraceae	0	1	4	3	3	0	2	1	1		1				1								2
1	1	1	Oenothera speciosa	Onagraceae	1	1	3	"            1,3"	1	0	2	1	1						1						1		2
1	0	0	Solidago ohioense	Asteraceae	0	1	3	3	1	0	2	2	1								1						1
1	0	0	Solidago riddellii	Asteraceae	0	1	3	3	3	0	2	2	1					1			1						2
1	0	0	Solidago rigidum	Asteraceae	0	1	3	3	1	0	2	2	1					1									1
1	1	1	Onoclea sensibilis	Dryopteridaceae	0	2	4	3	3	0	1	2	0		1						1						2
1	0	0	Onosmodium bejariense	Boraginaceae	0	1	3	3	1	0	2	1	1		1												1
1	1	1	Ophioglossum vulgatum	Ophioglossaceae	0	2	3	3	1	0	2	1	0		1									1			2
1	1	0	Orbexilum onobrychis	Fabaceae	0	1	3	3	3	0	2	1	1		1			1									2
1	1	1	Ornithogalum umbellatum	Hyacinthaceae	1	1	4	3	3	0	2	1	1						1						1		2
1	1	1	Osmorhiza claytonii	Apiaceae	0	1	3	3	1	0	2	4	1	1	1												2
1	1	1	Osmorhiza longistylis	Apiaceae	0	1	3	3	1	0	2	4	1	1	1												2
1	0	0	Osmunda cinnamomea	Osmundaceae	0	2	4	3	3	0	2	2	0		1						1			1			3
1	0	0	Osmunda regalis	Osmundaceae	0	2	4	3	3	0	2	2	0		1						1						2
1	1	1	Ostrya virginiana	Betulaceae	0	5	1	3	1	0	2	2	0	1	1												2
1	0	1	Oxalis grandis	Oxalidaceae	0	1	5	1	3	0	2	1	1		1												1
1	1	1	Oxalis stricta	Oxalidaceae	0	1	4	3	3	0	2	1	1						1						1		2
1	1	0	Oxalis violacea	Oxalidaceae	0	1	4	3	3	0	2	1	1		1				1								2
1	1	1	Oxypolis rigidior	Apiaceae	0	1	6	3	1	0	2	6	1						1		1						2
1	1	1	Packera aurea	Asteraceae	0	1	4	3	3	0	1	2	1		1						1						2
1	1	1	Packera glabella	Asteraceae	1	1	5	1	1	0	2	2	1		1			1			1						3
1	1	1	Packera obovata	Asteraceae	0	1	4	3	3	0	1	2	1		1				1								2
1	1	1	Panax quinquefolius	Araliaceae	0	1	4	3	3	0	2	3	1	1	1												2
1	1	1	Panicum capillare	Poaceae	0	3	5	1	1	0	2	4	0						1						1		2
1	0	1	Panicum dichotomiflorum	Poaceae	0	3	5	1	1	0	2	3	0								1			1	1		3
1	1	0	Panicum gattingeri	Poaceae	0	3	5	1	1	0	2	4	0						1						1	1	3
1	0	0	Panicum leibergii	Poaceae	0	3	3	3	1	0	2	1	0					1									1
1	1	0	Panicum philadelphicum	Poaceae	0	3	5	1	1	0	2	1	0						1								1
1	0	0	Panicum rigidulum	Poaceae	0	3	3	3	1	0	2	1	0					1									1
1	1	1	Panicum virgatum	Poaceae	0	3	4	3	3	0	2	3	0		1				1				1	1			4
1	1	1	Parietaria pensylvanica	Urticaceae	0	1	5	1	1	0	2	1	0	1	1												2
1	0	0	Parnassia glauca	Parnassiaceae	0	1	3	3	1	0	2	1	1								1						1
1	0	0	Paronychia canadensis	Caryophyllaceae	0	1	5	1	1	0	2	1	1						1								1
1	0	0	Paronychia fastigiata	Caryophyllaceae	0	1	5	1	1	0	2	1	1		1				1								2
1	0	0	Parthenium integrifolium	Asteraceae	0	1	3	3	2	0	2	1	1		1				1								2
1	1	1	Parthenocissus quinquefolia	Vitaceae	0	8	1	3	1	0	2	3	1	1	1												2
1	1	0	Pascopyrum smithii	Poaceae	0	3	3	3	1	0	2	1	0					1									1
1	1	0	Paspalum laeve	Poaceae	0	3	3	3	1	0	2	1	0						1								1
1	1	0	Paspalum setaceum	Poaceae	0	3	3	3	1	0	2	3	0						1								1
1	1	0	Passiflora lutea	Passifloraceae	0	8	3	3	1	0	2	1	1		1									1			2
1	1	1	Pastinaca sativa	Apiaceae	1	1	3	2	1	0	2	1	1						1						1		2
1	0	0	Pedicularis canadensis	Orobanchaceae	0	9	4	3	3	0	2	1	1		1				1								2
1	0	0	Pedicularis lanceolata	Orobanchaceae	0	9	3	3	1	0	2	1	1		1						1						2
1	1	0	Pennisetum glaucum	Poaceae	1	3	3	"            2,3"	1	0	2	2	0						1						1		2
1	1	1	Penstemon calycosus	Plantaginaceae	0	1	3	3	1	0	2	1	1		1				1								2
1	1	1	Penstemon deamii	Plantagninaceae	0	1	3	3	1	0	2	1	1		1				1								2
1	1	1	Penstemon digitalis	Plantaginaceae	0	1	3	"            2,3"	1	0	2	1	1		1				1								2
1	1	0	Penstemon hirsutus	Plantaginaceae	0	1	3	3	1	0	2	1	1		1				1								2
1	1	0	Penstemon pallidus	Plantaginaceae	0	1	3	3	1	0	2	1	1		1				1								2
1	1	1	Penthorum sedoides	Penthoraceae	0	1	3	3	2	0	2	6	1								1						1
1	0	0	Perilla frutescens	Lamiaceae	1	1	5	1	1	0	2	1	1						1						1		2
1	1	1	Phacelia bipinnatifida	Hydrophyllaceae	0	1	3	2	1	0	2	1	1		1												1
1	1	0	Phacelia purshii	Boraginaceae	0	1	5	1	1	0	2	1	1	1	1												2
1	0	1	Phalaris arundinacea	Poaceae	0	3	4	2	3	0	2	2	0								1			1			2
1	0	1	Phegopteris hexagonoptera	Thelypteridaceae	0	2	4	3	3	0	2	2	0	1	1	1											3
1	1	1	Phleum pratense	Poaceae	1	3	3	3	1	0	2	3	0						1						1		2
1	0	0	Phlox bifida	Polemoniaceae	0	1	2	3	2	0	2	1	1					1									1
1	1	1	Phlox divaricata	Polemoniaceae	0	1	2	3	2	0	2	1	1	1	1												2
1	0	0	Phlox glaberrima	Polemoniaceae	0	1	3	3	1	0	2	1	1		1			1									2
1	0	1	Phlox maculata	Polemoniaceae	0	1	3	3	1	0	2	1	1		1			1									2
1	1	1	Phlox paniculata	Polemoniaceae	1	1	3	3	1	0	2	1	1		1									1			2
1	0	0	Phlox pilosa	Polemoniaceae	0	1	3	3	1	0	2	1	1		1				1								2
1	0	1	Phlox subulata	Polemoniaceae	1	1	2	3	2	0	2	1	1						1								1
1	1	0	Photinia floribunda	Rosaceae	0	4	1	3	3	0	2	3	1		1					1							2
1	1	0	Photinia melanocarpa	Rosaceae	0	4	1	3	3	0	2	3	1	1	1												2
1	0	1	Phragmites australis	Poaceae	0	3	5	3	3	0	2	4	0		1	1		1			1			1			5
1	1	1	Phryma leptostachya	Phrymaceae	0	1	3	3	2	0	2	1	1	1	1												2
1	1	1	Phyla lanceolata	Verbenaceae	0	1	3	3	1	0	2	3	1								1			1			2
1	0	1	Physalis heterophylla	Solanaceae	0	1	4	3	3	0	2	3	1		1				1								2
1	1	1	Physalis longifolia	Solanaceae	0	1	4	3	3	0	2	3	1		1			1									2
1	1	1	Physocarpus opulifolius	Rosaceae	0	4	1	3	1	0	2	1	1											1			1
1	1	1	Physostegia virginiana	Lamiaceae	0	1	3	3	1	0	2	1	1		1	1			1								3
1	1	1	Phytolacca americana	Phytolaccaceae	0	1	4	3	3	0	2	3	1		1				1						1		3
1	1	1	Pilea pumila	Urticaceae	0	1	5	1	1	0	2	1	0			1					1						2
1	1	0	Plantago aristata	Plantaginaceae	1	1	5	"            1,3"	1	0	2	1	0						1						1		2
1	0	0	Plantago cordata	Plantaginaceae	0	1	3	3	3	0	2	1	0											1			1
1	1	1	Plantago lanceolata	Plantaginaceae	1	1	3	3	1	0	2	1	1						1						1		2
1	0	1	Plantago major	Plantaginaceae	1	1	3	3	1	0	2	1	1						1						1		2
1	1	1	Plantago rugelii	Plantaginaceae	0	1	3	3	1	0	2	1	0						1						1		2
1	1	0	Plantago virginica	Plantaginaceae	0	1	5	"            1,2"	1	0	2	1	1						1						1		2
1	0	0	Platanthera leucophaea	Orchidaceae	0	1	4	3	3	0	2	2	1					1			1						2
1	0	0	Platanthera peramoena	Orchidaceae	0	1	4	3	3	0	2	2	1		1												1
1	1	1	Platanus occidentalis	Platanaceae	0	5	1	3	1	0	2	2	0											1			1
1	1	0	Poa annua	Poaceae	1	3	5	1	2	0	2	4	0						1						1		2
1	0	0	Poa arida	Poaceae	1	3	4	3	3	0	2	1	0					1									1
1	1	0	Poa chapmaniana	Poaceae	0	3	5	1	1	0	2	1	0								1						1
1	1	0	Poa compressa	Poaceae	1	3	5	3	3	0	2	4	0						1		1				1		3
1	0	0	Poa cuspidata	Poaceae	0	3	4	3	3	0	2	1	0	1	1												2
1	0	0	Poa paludigena	Poaceae	0	3	4	3	1	0	2	1	0		1						1						2
1	0	1	Poa palustris	Poaceae	0	3	3	3	1	0	2	1	0								1						1
1	1	0	Poa pratensis	Poaceae	1	3	4	3	3	0	2	2	0						1			1			1		3
1	0	0	Poa saltuensis	Poaceae	0	3	3	3	1	0	2	1	0		1												1
1	1	1	Poa sylvestris	Poaceae	0	3	3	3	1	0	2	1	0	1	1												2
1	0	1	Poa trivialis	Poaceae	1	3	3	3	2	0	2	2	0						1						1		2
1	1	1	Podophyllum peltatum	Berberidaceae	0	1	4	3	3	0	2	4	1		1												1
1	1	0	Polanisia dodecandra	Cleomaceae	0	1	5	1	1	0	2	1	1											1			1
1	1	1	Polemonium reptans	Polemoniaceae	0	1	3	3	1	0	2	1	1	1	1												2
1	1	0	Polygala polygama	Polygalaceae	0	1	3	2	1	0	2	1	1						1								1
1	0	1	Polygala senega	Polygalaceae	0	1	3	3	1	0	2	1	1	1	1				1								3
1	0	0	Polygala verticillata	Polygalaceae	0	1	5	1	1	0	2	2	1		1				1								2
1	0	1	Polygonatum biflorum	Ruscaceae	0	1	4	3	3	0	2	3	1	1	1												2
1	1	1	Polygonatum pubescens	Ruscaceae	0	1	4	3	3	0	2	3	1	1	1	1											3
1	1	1	Polygonum amphibium	Polygonaceae	0	10	7	3	3	0	2	1	1								1						1
1	1	1	Polygonum aviculare	Polygonaceae	1	1	5	1	1	0	2	1	1					1							1		2
1	0	0	Polygonum bellardii	Polygonaceae	1	1	3	1	1	0	2	1	1					1							1		2
1	0	1	Polygonum caespitosum	Polygonaceae	1	1	5	1	1	0	2	1	1					1							1		2
1	1	0	Polygonum convolvulus	Polygonaceae	1	8	5	1	1	1	2	1	1					1							1		2
1	0	1	Polygonum cuspidatum	Polygonaceae	1	1	4	3	3	0	2	1	1					1							1		2
1	0	0	Polygonum erectum	Polygonaceae	0	1	5	1	1	0	2	1	1					1							1		2
1	1	1	Polygonum hydropiper	Polygonaceae	1	1	5	1	1	0	2	3	1								1				1		2
1	1	1	Polygonum hydropiperoides	Polygonaceae	0	1	4	3	3	0	2	1	1							1	1			1			3
1	1	1	Polygonum lapathifolium	Polygonaceae	0	1	5	1	1	0	2	3	1	1				1						1	1		4
1	1	1	Polygonum pensylvanicum	Polygonaceae	0	1	5	1	1	0	2	1	1					1							1		2
1	1	1	Polygonum persicaria	Polygonaceae	1	1	5	1	1	0	2	1	1					1							1		2
1	1	1	Polygonum punctatum	Polygonaceae	0	1	5	"1,3"	1	0	2	1	1								1						1
1	1	0	Polygonum sagittatum	Polygonaceae	0	8	5	"1,3"	1	1	2	1	1								1						1
1	1	0	Polygonum scandens	Polygonaceae	0	8	3	3	1	1	2	1	1	1	1	1									1		4
1	1	1	Polygonum virginianum	Polygonaceae	0	1	4	3	3	0	2	1	1	1	1												2
1	1	1	Polymnia canadensis	Asteraceae	0	1	3	3	1	0	2	2	1	1	1												2
1	1	1	Polystichum acrostichoides	Dryopteridaceae	0	2	4	3	3	0	1	2	0		1												1
1	0	1	Pontederia cordata	Pontederiaceae	0	1	6	3	3	0	2	1	1								1						1
